#bin    name    chrom   strand  txStart txEnd   cdsStart    cdsEnd  exonCount   exonStarts  exonEnds    score   name2   cdsStartStat    cdsEndStat  exonFrames
1668    OTTHUMT00000351238  chr7    +   142000746   142001255   142001007   142001255   2   142000746,142000957,    142000869,142001255,    0   TRBV2   cmpl    incmpl  -1,0,
1668    OTTHUMT00000351232  chr7    +   142008364   142008871   142008411   142008871   2   142008364,142008576,    142008460,142008871,    0   TRBV3-1 cmpl    incmpl  0,1,
1668    OTTHUMT00000351228  chr7    +   142013006   142013489   142013035   142013489   2   142013006,142013194,    142013084,142013489,    0   TRBV4-1 cmpl    incmpl  0,1,
1668    OTTHUMT00000351226  chr7    +   142020495   142021363   142020893   142021363   3   142020495,142020708,142021069,  142020619,142020942,142021363,  0   TRBV5-1 cmpl    incmpl  -1,0,1,
1668    OTTHUMT00000351237  chr7    +   142028120   142028610   142028177   142028610   2   142028120,142028315,    142028226,142028610,    0   TRBV6-1 cmpl    incmpl  0,1,
1668    OTTHUMT00000351235  chr7    +   142032005   142032527   142032038   142032527   2   142032005,142032229,    142032087,142032527,    0   TRBV7-1 cmpl    incmpl  0,1,
1668    OTTHUMT00000351231  chr7    +   142045251   142045816   142045362   142045816   2   142045251,142045521,    142045411,142045816,    0   TRBV4-2 cmpl    incmpl  0,1,
1669    OTTHUMT00000352483  chr7    -   142099454   142099977   142099454   142099938   2   142099454,142099889,    142099752,142099977,    0   TRBV7-8 incmpl  cmpl    1,0,
1669    OTTHUMT00000352517  chr7    -   142104120   142104553   142104120   142104553   2   142104120,142104504,    142104415,142104553,    0   TRBV6-9 incmpl  cmpl    1,0,
1669    OTTHUMT00000352509  chr7    -   142111392   142111859   142111392   142111859   2   142111392,142111810,    142111686,142111859,    0   TRBV5-7 incmpl  cmpl    1,0,
1669    OTTHUMT00000352480  chr7    -   142119819   142120321   142119819   142120321   2   142119819,142120272,    142120117,142120321,    0   TRBV7-7 incmpl  cmpl    1,0,
1669    OTTHUMT00000352531  chr7    -   142124136   142124565   142124136   142124565   2   142124136,142124516,    142124428,142124565,    0   TRBV6-8 incmpl  cmpl    1,0,
1669    OTTHUMT00000352481  chr7    -   142131411   142131918   142131411   142131877   2   142131411,142131828,    142131705,142131918,    0   TRBV5-6 incmpl  cmpl    1,0,
1669    OTTHUMT00000352490  chr7    -   142139277   142139815   142139277   142139770   2   142139277,142139721,    142139575,142139815,    0   TRBV7-6 incmpl  cmpl    1,0,
1669    OTTHUMT00000351217  chr7    -   142143651   142144084   142143651   142144084   2   142143651,142144035,    142143946,142144084,    0   TRBV6-7 incmpl  cmpl    1,0,
1669    OTTHUMT00000351218  chr7    -   142148927   142149399   142148927   142149392   2   142148927,142149343,    142149221,142149399,    0   TRBV5-5 incmpl  cmpl    1,0,
1669    OTTHUMT00000351215  chr7    -   142161930   142162407   142161930   142162363   2   142161930,142162314,    142162225,142162407,    0   TRBV6-6 incmpl  cmpl    1,0,
1669    OTTHUMT00000351230  chr7    -   142168379   142169045   142168379   142168844   2   142168379,142168795,    142168673,142169045,    0   TRBV5-4 incmpl  cmpl    1,0,
1669    OTTHUMT00000351214  chr7    -   142176328   142176790   142176328   142176790   2   142176328,142176741,    142176626,142176790,    0   TRBV7-4 incmpl  cmpl    1,0,
1669    OTTHUMT00000351225  chr7    -   142180514   142181016   142180514   142180950   2   142180514,142180901,    142180809,142181016,    0   TRBV6-5 incmpl  cmpl    1,0,
1669    OTTHUMT00000351242  chr7    -   142197569   142198069   142198069   142198069   2   142197569,142197959,    142197867,142198069,    0   TRBV11-2    none    none    -1,-1,
